area_type,availability,location,size,society,bath,balcony,price,total_squaremeter
Built-up Area,05-Jun,Maltepe,1+1,Yakamoz Sitesi,1,0,12338420,202.52854
Super built-up Area,09-Mar,Maltepe,2+1,Mavi Apartman,3,1,14712828,197.88339
Super built-up Area,22-Jul,Maltepe,3+1,Yakamoz Sitesi,1,2,8043774,87.32882000000001
Super built-up Area,26-Mar,Fatih,3+1,Park Bahçesi,2,0,13994102,209.03175000000002
Built-up Area,08-Oct,Kadıköy,5+1,Denizpark Konakları,3,2,17018468,179.30279000000002
Built-up Area,28-Jul,Kadıköy,5+1,Kule Evleri,1,2,13211606,162.58025
Plot Area,15-Jan,Maltepe,1+1,Denizpark Konakları,2,2,13306434,183.94794000000002
Plot Area,22-Jun,Bahçelievler,2+1,Mavi Apartman,2,2,4703031,65.96113
Plot Area,15-Oct,Kadıköy,4+1,Kule Evleri,4,0,10883130,99.40621
Plot Area,27-Feb,Fatih,3+1,Kule Evleri,3,1,15071015,205.31563
Built-up Area,04-Sep,Bahçelievler,3+1,Panorama Evleri,4,1,7320685,74.3224
Built-up Area,14-Jun,Ataşehir,5+1,Kule Evleri,4,0,8615330,96.61912000000001
Super built-up Area,08-Dec,Ataşehir,4+1,Panorama Evleri,1,0,16690242,201.59951
Built-up Area,23-Aug,Maltepe,1+1,Kule Evleri,1,0,10428441,167.2254
Built-up Area,30-Aug,Ataşehir,4+1,Denizpark Konakları,2,2,7131681,80.82561
Built-up Area,29-Jul,Kadıköy,4+1,Kule Evleri,2,0,8037265,91.97397000000001
Super built-up Area,07-Apr,Fatih,5+1,Bosphorus View,4,0,17431234,164.43831
Built-up Area,04-Feb,Fatih,2+1,Park Bahçesi,3,0,14271416,178.37376
Plot Area,25-Aug,Kadıköy,5+1,Yakamoz Sitesi,2,0,13083984,133.78032000000002
Plot Area,16-Dec,Beşiktaş,1+1,Yakamoz Sitesi,1,2,8879578,127.27711000000001
Built-up Area,20-Aug,Maltepe,3+1,Mavi Apartman,4,1,11862614,193.23824000000002
Plot Area,28-Jan,Kadıköy,3+1,Kule Evleri,3,0,13361345,138.42547
Built-up Area,27-Dec,Bahçelievler,3+1,Kule Evleri,4,2,17994235,227.61235
Plot Area,13-Dec,Ataşehir,3+1,Kule Evleri,4,0,4593060,66.89016000000001
Built-up Area,13-May,Kadıköy,1+1,Yakamoz Sitesi,2,2,6934364,76.18046
Super built-up Area,29-May,Fatih,4+1,Mavi Apartman,1,1,8372025,91.04494
Built-up Area,15-Aug,Bahçelievler,4+1,Mavi Apartman,4,1,10843632,169.08346
Built-up Area,24-Jun,Maltepe,1+1,Park Bahçesi,2,1,16403420,170.94152
Super built-up Area,02-Sep,Beşiktaş,1+1,Bosphorus View,1,2,16745454,167.2254
Super built-up Area,28-Nov,Bahçelievler,5+1,Kule Evleri,1,1,6492049,82.68367
Built-up Area,06-Jun,Fatih,4+1,Bosphorus View,3,1,14936770,220.18011
Plot Area,09-Dec,Şişli,4+1,Panorama Evleri,4,2,6470593,69.67725
Plot Area,18-May,Maltepe,4+1,Park Bahçesi,2,2,12919362,168.15443
Built-up Area,03-Feb,Maltepe,4+1,Park Bahçesi,4,0,9418013,138.42547
Super built-up Area,23-Jul,Bahçelievler,5+1,Denizpark Konakları,3,2,12573524,145.85771
Built-up Area,07-Apr,Bahçelievler,4+1,Bosphorus View,4,2,8774888,147.71577
Super built-up Area,21-Aug,Beşiktaş,2+1,Panorama Evleri,2,0,16903747,203.45757
Built-up Area,18-Sep,Fatih,5+1,Kule Evleri,1,0,8693438,79.89658
Plot Area,02-Jul,Beşiktaş,5+1,Bosphorus View,3,2,11032346,130.99323
Built-up Area,05-Aug,Beşiktaş,1+1,Denizpark Konakları,1,1,9622849,135.63838
Built-up Area,16-Jul,Fatih,1+1,Denizpark Konakları,2,1,15506530,178.37376
Built-up Area,11-Mar,Ataşehir,2+1,Panorama Evleri,2,2,11888492,144.92868
Super built-up Area,19-Feb,Kadıköy,3+1,Bosphorus View,3,1,11728033,157.9351
Plot Area,30-Sep,Maltepe,4+1,Kule Evleri,2,1,12826563,157.9351
Super built-up Area,11-Oct,Şişli,5+1,Kule Evleri,4,2,6885610,65.96113
Plot Area,01-Jul,Fatih,5+1,Mavi Apartman,4,2,15779612,125.41905
Built-up Area,29-Apr,Beşiktaş,2+1,Bosphorus View,3,2,12658853,143.99965
Built-up Area,16-Oct,Maltepe,5+1,Mavi Apartman,2,1,10424223,180.23182
Super built-up Area,29-Apr,Şişli,2+1,Mavi Apartman,1,2,15491916,222.9672
Super built-up Area,19-Dec,Maltepe,3+1,Denizpark Konakları,2,0,10472360,184.87697
Plot Area,27-Mar,Beşiktaş,4+1,Kule Evleri,4,2,4634979,58.528890000000004
Super built-up Area,19-Jan,Şişli,1+1,Park Bahçesi,1,0,19697109,229.47041000000002
Built-up Area,20-Jul,Beşiktaş,2+1,Kule Evleri,1,1,8474844,93.83203
Super built-up Area,03-Jan,Fatih,1+1,Panorama Evleri,1,2,15234820,217.39302
Plot Area,13-Oct,Maltepe,2+1,Mavi Apartman,2,1,5406909,99.40621
Built-up Area,09-Sep,Ataşehir,5+1,Yakamoz Sitesi,4,2,6480765,75.25143
Built-up Area,20-Jan,Ataşehir,3+1,Park Bahçesi,1,0,11256572,166.29637
Built-up Area,24-Dec,Bahçelievler,5+1,Bosphorus View,4,1,5344378,67.81919
Built-up Area,06-Feb,Şişli,2+1,Denizpark Konakları,3,2,17148335,197.88339
Built-up Area,26-Apr,Ataşehir,2+1,Panorama Evleri,1,1,8803989,117.98681
Plot Area,31-Dec,Maltepe,2+1,Panorama Evleri,3,1,9939124,114.27069
Plot Area,16-Jun,Beşiktaş,2+1,Park Bahçesi,3,0,9790230,104.05136
Built-up Area,22-Aug,Şişli,3+1,Kule Evleri,3,0,18621734,185.806
Built-up Area,25-Jun,Maltepe,1+1,Yakamoz Sitesi,2,2,4704972,106.83845000000001
Plot Area,15-Mar,Ataşehir,3+1,Bosphorus View,4,2,5164460,72.46434
Plot Area,10-Dec,Ataşehir,4+1,Mavi Apartman,4,1,13277608,148.6448
Plot Area,15-Jun,Beşiktaş,3+1,Denizpark Konakları,1,0,16878265,214.60593
Super built-up Area,02-Apr,Ataşehir,3+1,Bosphorus View,1,1,8794998,156.07704
Built-up Area,06-Jul,Bahçelievler,4+1,Kule Evleri,3,2,7901271,134.70935
Super built-up Area,10-Aug,Ataşehir,5+1,Yakamoz Sitesi,1,1,6844319,76.18046
Super built-up Area,08-Mar,Şişli,2+1,Kule Evleri,1,2,12105193,147.71577
Plot Area,08-Jun,Şişli,4+1,Panorama Evleri,2,1,13128441,165.36734
Built-up Area,03-Oct,Şişli,1+1,Park Bahçesi,1,0,5421655,56.67083
Plot Area,29-Apr,Şişli,2+1,Yakamoz Sitesi,2,1,9427067,107.76748
Built-up Area,20-Oct,Beşiktaş,1+1,Panorama Evleri,1,0,19006650,180.23182
Built-up Area,22-Nov,Kadıköy,3+1,Bosphorus View,2,2,5177184,87.32882000000001
Super built-up Area,03-Feb,Ataşehir,5+1,Denizpark Konakları,3,0,15624811,194.16727
Plot Area,15-Dec,Ataşehir,5+1,Denizpark Konakları,3,0,14092103,226.68332
Super built-up Area,22-Feb,Maltepe,4+1,Kule Evleri,2,2,11992421,160.72219
Super built-up Area,17-Dec,Bahçelievler,2+1,Bosphorus View,1,1,12446775,164.43831
Built-up Area,25-Mar,Kadıköy,3+1,Park Bahçesi,3,1,16172113,215.53496
Built-up Area,28-Oct,Şişli,4+1,Panorama Evleri,2,2,8330131,76.18046
Super built-up Area,13-Nov,Beşiktaş,2+1,Bosphorus View,3,0,6298067,65.96113
Built-up Area,03-May,Ataşehir,4+1,Park Bahçesi,2,2,4761013,63.174040000000005
Super built-up Area,22-Feb,Beşiktaş,2+1,Mavi Apartman,2,1,15199161,174.65764000000001
Built-up Area,30-Jan,Kadıköy,5+1,Kule Evleri,1,0,14612847,214.60593
Built-up Area,20-Mar,Şişli,2+1,Park Bahçesi,2,2,9574891,141.21256
Plot Area,14-Dec,Maltepe,5+1,Yakamoz Sitesi,2,0,6915594,92.903
Plot Area,29-Oct,Ataşehir,2+1,Mavi Apartman,3,0,12446824,166.29637
Built-up Area,24-Apr,Şişli,4+1,Mavi Apartman,4,1,16943212,207.17369
Super built-up Area,06-Jun,Şişli,1+1,Kule Evleri,2,0,10305329,135.63838
Plot Area,14-Jan,Kadıköy,3+1,Kule Evleri,3,1,9937995,131.92226
Super built-up Area,09-Jul,Fatih,5+1,Denizpark Konakları,3,1,14000525,183.01891
Super built-up Area,24-Mar,Ataşehir,3+1,Kule Evleri,2,1,10756483,173.72861
Plot Area,09-Jun,Maltepe,3+1,Yakamoz Sitesi,1,1,10220170,140.28353
Plot Area,25-Feb,Bahçelievler,2+1,Panorama Evleri,3,1,7762344,101.26427
Super built-up Area,29-Jun,Beşiktaş,1+1,Mavi Apartman,1,2,12596778,150.50286
Super built-up Area,25-Feb,Şişli,3+1,Yakamoz Sitesi,2,0,16560102,161.65122
Plot Area,19-May,Fatih,2+1,Kule Evleri,1,2,11545724,117.98681
Super built-up Area,15-Apr,Bahçelievler,5+1,Mavi Apartman,2,1,10944551,123.56099
Super built-up Area,17-Dec,Fatih,3+1,Kule Evleri,3,2,6358553,62.24501
Built-up Area,16-May,Maltepe,2+1,Park Bahçesi,3,0,9323463,158.86413000000002
Built-up Area,25-Feb,Ataşehir,4+1,Panorama Evleri,1,0,14871429,206.24466
Built-up Area,27-May,Maltepe,4+1,Kule Evleri,4,2,10495728,198.81242
Plot Area,31-Mar,Şişli,1+1,Park Bahçesi,1,2,7845454,65.0321
Built-up Area,24-Aug,Kadıköy,3+1,Yakamoz Sitesi,3,2,16220748,182.08988
Super built-up Area,09-Oct,Fatih,2+1,Mavi Apartman,2,0,13976075,150.50286
Plot Area,25-Apr,Şişli,5+1,Denizpark Konakları,1,1,10317289,101.26427
Plot Area,19-Mar,Şişli,5+1,Park Bahçesi,3,1,9137397,90.11591
Built-up Area,19-Mar,Kadıköy,3+1,Denizpark Konakları,3,1,9572215,103.12233
Built-up Area,07-May,Bahçelievler,2+1,Denizpark Konakları,1,2,10871620,137.49644
Plot Area,28-May,Maltepe,4+1,Panorama Evleri,2,1,6992506,83.6127
Built-up Area,12-Mar,Ataşehir,5+1,Park Bahçesi,3,0,9653562,118.91584
Plot Area,22-Apr,Bahçelievler,3+1,Yakamoz Sitesi,2,2,10782165,163.50928
Built-up Area,20-Jan,Kadıköy,4+1,Park Bahçesi,1,2,8728681,86.39979
Plot Area,31-Aug,Şişli,5+1,Denizpark Konakları,1,1,14279611,156.07704
Built-up Area,22-Apr,Kadıköy,4+1,Denizpark Konakları,2,2,4425918,63.174040000000005
Plot Area,09-Feb,Maltepe,2+1,Denizpark Konakları,1,0,14110725,220.18011
Built-up Area,17-Aug,Fatih,4+1,Denizpark Konakları,1,0,5911450,58.528890000000004
Super built-up Area,08-Apr,Maltepe,3+1,Bosphorus View,4,2,10995797,197.88339
Super built-up Area,25-Jan,Şişli,3+1,Kule Evleri,3,2,13142686,188.59309000000002
Built-up Area,02-Jun,Kadıköy,4+1,Panorama Evleri,3,1,15160943,138.42547
Super built-up Area,05-May,Bahçelievler,5+1,Bosphorus View,4,0,13065530,145.85771
Plot Area,15-Sep,Maltepe,5+1,Bosphorus View,2,2,10782362,142.14159
Super built-up Area,24-May,Fatih,4+1,Yakamoz Sitesi,4,2,15284669,149.57383000000002
Plot Area,11-Aug,Maltepe,3+1,Denizpark Konakları,1,2,16948052,214.60593
Super built-up Area,15-Apr,Bahçelievler,3+1,Bosphorus View,1,0,9709707,144.92868
Super built-up Area,11-Nov,Maltepe,3+1,Yakamoz Sitesi,1,0,10281215,161.65122
Super built-up Area,21-Sep,Maltepe,2+1,Yakamoz Sitesi,1,1,8707396,104.98039
Super built-up Area,09-Dec,Kadıköy,2+1,Bosphorus View,1,0,10823584,138.42547
Super built-up Area,18-Aug,Şişli,4+1,Kule Evleri,4,0,6766418,95.69009
Super built-up Area,26-Nov,Şişli,1+1,Yakamoz Sitesi,2,2,14912066,150.50286
Super built-up Area,18-Jul,Maltepe,1+1,Mavi Apartman,1,2,4151189,66.89016000000001
Built-up Area,12-Feb,Maltepe,3+1,Bosphorus View,2,1,8913558,109.62554
Built-up Area,28-Jul,Şişli,1+1,Panorama Evleri,1,1,15248464,178.37376
Built-up Area,05-Feb,Şişli,5+1,Kule Evleri,2,0,8442113,81.75464
Super built-up Area,28-Sep,Şişli,1+1,Yakamoz Sitesi,1,2,7857553,101.26427
Built-up Area,26-Dec,Ataşehir,3+1,Park Bahçesi,3,1,8328050,178.37376
Plot Area,29-Dec,Beşiktaş,4+1,Kule Evleri,2,0,15713394,165.36734
Super built-up Area,13-Aug,Şişli,2+1,Mavi Apartman,2,0,19569788,208.10272
Super built-up Area,23-Sep,Bahçelievler,4+1,Panorama Evleri,4,2,8811890,125.41905
Built-up Area,13-Jun,Maltepe,3+1,Kule Evleri,2,1,12045522,158.86413000000002
Super built-up Area,30-Jan,Bahçelievler,3+1,Yakamoz Sitesi,4,2,13091267,199.74145000000001
Built-up Area,20-Oct,Kadıköy,1+1,Yakamoz Sitesi,2,2,17600113,199.74145000000001
Built-up Area,02-Feb,Ataşehir,1+1,Kule Evleri,1,1,15356326,231.32847
Super built-up Area,30-May,Maltepe,4+1,Denizpark Konakları,3,1,6627130,87.32882000000001
Built-up Area,28-Feb,Beşiktaş,2+1,Yakamoz Sitesi,2,2,7260684,76.18046
Super built-up Area,17-Dec,Kadıköy,3+1,Bosphorus View,4,2,6196258,65.96113
Plot Area,03-Sep,Maltepe,1+1,Park Bahçesi,2,2,6782664,106.83845000000001
Super built-up Area,08-Jul,Fatih,3+1,Park Bahçesi,3,2,13480862,170.94152
Built-up Area,01-Dec,Şişli,4+1,Panorama Evleri,1,1,13341437,196.95436
Built-up Area,21-Mar,Maltepe,3+1,Panorama Evleri,2,2,13483080,143.07062
Built-up Area,15-Jul,Maltepe,3+1,Denizpark Konakları,1,0,5471189,86.39979
Built-up Area,13-Jun,Ataşehir,1+1,Denizpark Konakları,2,0,14577337,231.32847
Built-up Area,28-Jan,Maltepe,3+1,Yakamoz Sitesi,2,1,10480551,153.28995
Super built-up Area,02-Apr,Ataşehir,3+1,Kule Evleri,2,1,10808727,212.74787
Super built-up Area,27-Oct,Beşiktaş,4+1,Mavi Apartman,3,2,18446491,229.47041000000002
Plot Area,04-May,Şişli,5+1,Park Bahçesi,4,1,16585785,147.71577
Super built-up Area,08-Apr,Fatih,1+1,Bosphorus View,2,2,6177995,67.81919
Built-up Area,29-Sep,Kadıköy,1+1,Mavi Apartman,2,2,16239341,210.88981
Super built-up Area,22-Jun,Ataşehir,2+1,Mavi Apartman,1,0,7675862,99.40621
Plot Area,16-May,Bahçelievler,5+1,Bosphorus View,1,1,19591957,226.68332
Plot Area,15-Aug,Bahçelievler,3+1,Bosphorus View,3,2,5238167,65.96113
Plot Area,26-Jun,Şişli,2+1,Yakamoz Sitesi,3,1,9246711,113.34166
Built-up Area,12-Apr,Ataşehir,4+1,Kule Evleri,3,0,11957731,179.30279000000002
Plot Area,16-Mar,Maltepe,5+1,Yakamoz Sitesi,4,1,12044912,139.3545
Built-up Area,14-Jul,Fatih,2+1,Panorama Evleri,2,1,11886327,150.50286
Plot Area,24-Sep,Kadıköy,1+1,Denizpark Konakları,1,1,10504243,155.14801
Super built-up Area,26-May,Bahçelievler,3+1,Denizpark Konakları,1,1,14533020,228.54138
Super built-up Area,03-Aug,Bahçelievler,5+1,Denizpark Konakları,3,0,12000835,180.23182
Plot Area,08-Jul,Şişli,1+1,Yakamoz Sitesi,2,2,14745030,201.59951
Super built-up Area,27-Feb,Fatih,2+1,Panorama Evleri,1,2,18356644,170.01249
Built-up Area,11-Dec,Bahçelievler,1+1,Park Bahçesi,1,0,10377705,148.6448
Super built-up Area,18-Jul,Beşiktaş,2+1,Park Bahçesi,3,0,9831443,94.76106
Built-up Area,08-Dec,Fatih,5+1,Mavi Apartman,4,1,9341258,103.12233
Super built-up Area,06-May,Şişli,1+1,Denizpark Konakları,1,0,11002485,145.85771
Plot Area,22-Jan,Kadıköy,3+1,Panorama Evleri,3,2,6014191,64.10307
Plot Area,03-Jun,Kadıköy,5+1,Kule Evleri,4,0,12308654,154.21898000000002
Built-up Area,13-Apr,Bahçelievler,2+1,Denizpark Konakları,1,2,8982728,153.28995
Plot Area,16-Oct,Maltepe,4+1,Kule Evleri,2,1,12219521,183.01891
Plot Area,04-Aug,Kadıköy,2+1,Bosphorus View,3,0,13433676,183.94794000000002
Built-up Area,17-Dec,Fatih,5+1,Yakamoz Sitesi,3,2,15001573,196.95436
Super built-up Area,01-Oct,Kadıköy,1+1,Bosphorus View,1,1,11269669,114.27069
Super built-up Area,10-Sep,Şişli,5+1,Denizpark Konakları,3,0,13343404,187.66406
Super built-up Area,08-Sep,Fatih,1+1,Denizpark Konakları,1,2,5682566,90.11591
Super built-up Area,17-Jun,Fatih,2+1,Denizpark Konakları,2,1,5557079,68.74822
Plot Area,19-Dec,Ataşehir,2+1,Bosphorus View,3,2,15745235,193.23824000000002
Super built-up Area,13-Apr,Şişli,2+1,Bosphorus View,3,1,18285245,187.66406
Plot Area,08-Oct,Kadıköy,5+1,Mavi Apartman,1,2,13585383,167.2254
Super built-up Area,16-Mar,Bahçelievler,4+1,Yakamoz Sitesi,2,1,13453043,175.58667
Built-up Area,08-Jul,Şişli,3+1,Mavi Apartman,2,2,9422500,116.12875
Plot Area,01-Jan,Maltepe,3+1,Denizpark Konakları,4,0,11364657,141.21256
Built-up Area,07-Mar,Şişli,1+1,Denizpark Konakları,1,2,4431780,56.67083
Super built-up Area,05-Nov,Bahçelievler,3+1,Kule Evleri,1,2,10973117,167.2254
Super built-up Area,19-Nov,Şişli,5+1,Yakamoz Sitesi,2,2,16341847,209.96078
Plot Area,06-Mar,Şişli,3+1,Park Bahçesi,4,2,7501446,77.10949000000001
Built-up Area,11-Jun,Fatih,4+1,Denizpark Konakları,1,0,19656310,205.31563
Plot Area,30-Aug,Beşiktaş,5+1,Denizpark Konakları,3,2,7867304,78.96755
Built-up Area,13-Nov,Beşiktaş,1+1,Panorama Evleri,2,1,22737005,227.61235
Built-up Area,28-Mar,Şişli,1+1,Park Bahçesi,1,2,19205659,208.10272
Super built-up Area,14-Dec,Şişli,5+1,Denizpark Konakları,3,1,19003748,195.0963
Super built-up Area,10-Jun,Kadıköy,3+1,Bosphorus View,2,0,19661135,223.89623
Built-up Area,16-Oct,Beşiktaş,2+1,Denizpark Konakları,2,2,13088605,187.66406
Plot Area,09-Aug,Maltepe,3+1,Bosphorus View,4,2,13346552,192.30921
Plot Area,22-May,Bahçelievler,4+1,Park Bahçesi,2,1,9868938,174.65764000000001
Plot Area,13-Jan,Beşiktaş,5+1,Yakamoz Sitesi,4,0,18919993,169.08346
Super built-up Area,19-Dec,Kadıköy,1+1,Yakamoz Sitesi,1,1,21475984,215.53496
Super built-up Area,31-May,Şişli,1+1,Mavi Apartman,1,0,5403880,75.25143
Plot Area,13-Jan,Maltepe,4+1,Denizpark Konakları,3,2,5197410,63.174040000000005
Built-up Area,14-Nov,Kadıköy,4+1,Park Bahçesi,4,0,12112999,159.79316
Plot Area,12-Sep,Maltepe,5+1,Panorama Evleri,3,0,5434561,61.31598
Plot Area,01-Apr,Fatih,4+1,Bosphorus View,2,1,13979492,181.16085
Plot Area,15-Jan,Fatih,3+1,Denizpark Konakları,3,2,4646212,76.18046
Built-up Area,16-Nov,Maltepe,3+1,Mavi Apartman,3,0,5370235,72.46434
Built-up Area,02-Jul,Bahçelievler,4+1,Kule Evleri,2,2,9244084,134.70935
Super built-up Area,12-Apr,Beşiktaş,2+1,Panorama Evleri,2,0,12772788,190.45115
Plot Area,05-Jul,Fatih,2+1,Yakamoz Sitesi,3,0,17062215,204.38660000000002
Built-up Area,16-Jun,Fatih,5+1,Park Bahçesi,1,2,7430040,100.33524
Built-up Area,28-Sep,Fatih,5+1,Mavi Apartman,3,0,12841018,196.02533
Built-up Area,17-Oct,Şişli,3+1,Yakamoz Sitesi,3,1,13230446,191.38018
Built-up Area,08-Apr,Beşiktaş,1+1,Mavi Apartman,1,1,6513130,65.96113
Super built-up Area,28-Jul,Beşiktaş,4+1,Panorama Evleri,2,1,15561943,156.07704
Plot Area,21-Apr,Kadıköy,5+1,Yakamoz Sitesi,1,2,8326052,89.18688
Built-up Area,17-Jun,Ataşehir,3+1,Yakamoz Sitesi,4,1,15773349,228.54138
Plot Area,22-Aug,Bahçelievler,1+1,Mavi Apartman,1,2,8315987,120.7739
Super built-up Area,19-Sep,Maltepe,1+1,Mavi Apartman,2,1,8493591,123.56099
Plot Area,25-Apr,Ataşehir,3+1,Park Bahçesi,1,1,13844916,185.806
Super built-up Area,24-Sep,Kadıköy,5+1,Denizpark Konakları,4,2,7207740,72.46434
Super built-up Area,11-Jun,Maltepe,4+1,Denizpark Konakları,1,1,16492061,222.03817
Built-up Area,04-Apr,Bahçelievler,3+1,Mavi Apartman,3,1,13509420,206.24466
Plot Area,02-Jul,Beşiktaş,5+1,Yakamoz Sitesi,4,1,19677420,195.0963
Plot Area,07-Dec,Fatih,4+1,Panorama Evleri,4,1,15204412,201.59951
Built-up Area,20-Jun,Maltepe,4+1,Bosphorus View,1,2,7479026,131.92226
Plot Area,23-Mar,Fatih,3+1,Yakamoz Sitesi,4,1,15254236,144.92868
Built-up Area,31-Jul,Kadıköy,1+1,Panorama Evleri,1,0,4250863,65.0321
Plot Area,04-Sep,Beşiktaş,3+1,Panorama Evleri,4,1,14692502,147.71577
Built-up Area,20-Nov,Bahçelievler,2+1,Bosphorus View,1,2,11348660,157.9351
Built-up Area,24-Dec,Bahçelievler,1+1,Mavi Apartman,1,2,16214058,212.74787
Super built-up Area,26-Feb,Ataşehir,3+1,Denizpark Konakları,2,0,10879759,144.92868
Plot Area,16-Nov,Kadıköy,4+1,Kule Evleri,3,2,13280243,221.10914
Super built-up Area,04-May,Maltepe,5+1,Yakamoz Sitesi,1,2,7394798,82.68367
Super built-up Area,17-May,Bahçelievler,4+1,Kule Evleri,4,2,16449603,230.39944
Plot Area,03-Mar,Kadıköy,1+1,Park Bahçesi,2,2,6337592,81.75464
Plot Area,17-Oct,Ataşehir,5+1,Panorama Evleri,1,1,10225057,143.99965
Super built-up Area,04-Jun,Fatih,4+1,Panorama Evleri,4,0,15282074,222.03817
Built-up Area,12-Oct,Maltepe,4+1,Bosphorus View,1,2,9218090,155.14801
Built-up Area,01-Nov,Ataşehir,3+1,Bosphorus View,3,2,9204420,151.43189
Built-up Area,18-Oct,Şişli,4+1,Mavi Apartman,4,1,10751125,113.34166
Plot Area,23-Jan,Şişli,4+1,Bosphorus View,3,2,13384016,200.67048
Plot Area,15-May,Fatih,1+1,Park Bahçesi,1,0,8797965,111.4836
Built-up Area,03-Oct,Fatih,2+1,Yakamoz Sitesi,1,0,15452878,165.36734
Super built-up Area,19-May,Maltepe,1+1,Park Bahçesi,1,1,11056881,176.5157
Built-up Area,24-Jan,Bahçelievler,4+1,Bosphorus View,4,0,10815998,126.34808000000001
Plot Area,24-May,Beşiktaş,2+1,Bosphorus View,3,0,20002212,184.87697
Plot Area,29-Sep,Kadıköy,5+1,Denizpark Konakları,3,0,13933235,165.36734
Built-up Area,16-May,Fatih,2+1,Yakamoz Sitesi,3,0,17460472,207.17369
Built-up Area,21-May,Fatih,3+1,Bosphorus View,4,0,20374234,221.10914
Built-up Area,13-Jun,Maltepe,3+1,Yakamoz Sitesi,3,1,3823212,66.89016000000001
Built-up Area,23-Dec,Maltepe,1+1,Panorama Evleri,1,0,11805732,143.07062
Built-up Area,26-Apr,Şişli,1+1,Panorama Evleri,1,0,8465012,110.55457
Plot Area,12-Sep,Ataşehir,2+1,Denizpark Konakları,3,1,4530148,57.59986
Built-up Area,07-Sep,Beşiktaş,3+1,Mavi Apartman,3,1,14839739,199.74145000000001
Built-up Area,15-Aug,Beşiktaş,3+1,Kule Evleri,1,0,10376798,97.54815
Built-up Area,19-Aug,Fatih,5+1,Denizpark Konakları,4,0,18177016,211.81884
Built-up Area,27-Apr,Kadıköy,5+1,Denizpark Konakları,1,2,6434827,62.24501
Built-up Area,11-Aug,Ataşehir,5+1,Yakamoz Sitesi,2,0,11784506,178.37376
Built-up Area,16-Jun,Şişli,1+1,Bosphorus View,1,0,19246200,226.68332
Built-up Area,08-Feb,Bahçelievler,2+1,Yakamoz Sitesi,3,2,16144487,204.38660000000002
Super built-up Area,01-Apr,Beşiktaş,1+1,Bosphorus View,1,2,7188614,74.3224
Plot Area,07-Dec,Bahçelievler,1+1,Park Bahçesi,2,1,19296981,230.39944
Built-up Area,10-Jan,Şişli,4+1,Park Bahçesi,4,0,17814352,186.73503
Super built-up Area,26-Aug,Maltepe,3+1,Kule Evleri,1,0,18538818,225.75429
Built-up Area,07-Aug,Ataşehir,2+1,Kule Evleri,3,0,16928387,232.2575
Super built-up Area,12-Mar,Fatih,2+1,Bosphorus View,1,1,8609747,122.63196
Plot Area,14-Apr,Beşiktaş,5+1,Yakamoz Sitesi,1,2,18140031,194.16727
Super built-up Area,03-Mar,Beşiktaş,2+1,Bosphorus View,3,0,23429268,219.25108
Super built-up Area,18-Mar,Beşiktaş,3+1,Yakamoz Sitesi,3,2,13380896,144.92868
Super built-up Area,03-Dec,Bahçelievler,4+1,Bosphorus View,4,1,11234300,143.07062
Built-up Area,12-Dec,Şişli,4+1,Kule Evleri,1,0,10802835,108.69651
Built-up Area,05-Oct,Fatih,3+1,Yakamoz Sitesi,3,0,12652750,146.78674
Built-up Area,10-Nov,Ataşehir,1+1,Mavi Apartman,1,0,9414641,162.58025
Built-up Area,06-Oct,Maltepe,4+1,Denizpark Konakları,3,1,6961344,112.41263000000001
Super built-up Area,11-Nov,Şişli,3+1,Bosphorus View,2,2,13184041,155.14801
Super built-up Area,10-Jun,Fatih,2+1,Bosphorus View,2,1,20856602,224.82526000000001
Plot Area,26-Aug,Maltepe,5+1,Panorama Evleri,4,1,8080150,122.63196
Built-up Area,11-Aug,Maltepe,5+1,Bosphorus View,4,1,4929966,91.97397000000001
Plot Area,21-Mar,Bahçelievler,2+1,Park Bahçesi,1,2,8709477,130.99323
Plot Area,08-Apr,Kadıköy,5+1,Park Bahçesi,1,2,13111572,161.65122
Super built-up Area,17-Jan,Şişli,5+1,Bosphorus View,1,1,19891022,219.25108
Built-up Area,09-Apr,Ataşehir,2+1,Park Bahçesi,3,1,10878883,153.28995
Built-up Area,18-Apr,Kadıköy,4+1,Denizpark Konakları,1,1,5495481,55.7418
Super built-up Area,12-Aug,Ataşehir,3+1,Mavi Apartman,4,1,6571877,84.54173
Built-up Area,05-Mar,Maltepe,2+1,Kule Evleri,2,1,8965990,136.56741
Super built-up Area,17-Dec,Beşiktaş,2+1,Bosphorus View,2,0,8072043,67.81919
Plot Area,05-Aug,Ataşehir,4+1,Panorama Evleri,1,2,16569307,216.46399
Plot Area,02-May,Şişli,2+1,Park Bahçesi,1,0,11743209,141.21256
Plot Area,22-Nov,Bahçelievler,5+1,Park Bahçesi,4,1,13785880,194.16727
Plot Area,16-Jul,Kadıköy,5+1,Kule Evleri,2,2,12144710,112.41263000000001
Plot Area,19-May,Kadıköy,3+1,Yakamoz Sitesi,3,2,22636463,225.75429
Plot Area,05-Mar,Beşiktaş,2+1,Yakamoz Sitesi,2,2,25751225,200.67048
Built-up Area,06-Apr,Beşiktaş,4+1,Kule Evleri,4,1,6193275,65.0321
Super built-up Area,09-Apr,Kadıköy,2+1,Panorama Evleri,1,0,5846359,86.39979
Plot Area,20-Oct,Şişli,4+1,Panorama Evleri,1,1,6481998,66.89016000000001
